,song_id,duration_mins,popularity,danceability,energy,acousticness,valence,tempo,song,performer,peak_position,year,total_charting_weeks,top10
1026,Anywhere With YouJake Owen,3.4931,58.0,47.5,93.60000000000001,4.18,59.8,151.988,Anywhere With You,Jake Owen,46.0,2013,20.0,False
1027,Teenage Love AffairAlicia Keys,3.17,53.0,63.6,82.6,63.2,67.9,87.665,Teenage Love Affair,Alicia Keys,54.0,2008,16.0,False
1028,Calabria 2008Enur Featuring Natasja,3.8442666666666665,48.0,88.8,66.60000000000001,0.77,46.400000000000006,125.993,Calabria 2008,Enur Featuring Natasja,46.0,2008,20.0,False
1029,Raise 'Em UpKeith Urban Featuring Eric Church,3.0824333333333334,55.0,60.9,78.8,64.5,54.0,108.053,Raise 'Em Up,Keith Urban Featuring Eric Church,56.0,2015,14.0,False
1030,Breathe (2 AM)Anna Nalick,4.663766666666667,66.0,38.6,45.2,41.699999999999996,28.7,169.837,Breathe (2 AM),Anna Nalick,45.0,2006,34.0,False
1031,Say IChristina Milian Featuring Young Jeezy,3.5211,43.0,67.4,90.9,1.96,66.60000000000001,100.058,Say I,Christina Milian Featuring Young Jeezy,21.0,2006,13.0,False
1032,Check It Outwill.i.am & Nicki Minaj,4.200433333333334,43.0,85.39999999999999,66.7,7.049999999999999,68.60000000000001,130.098,Check It Out,will.i.am & Nicki Minaj,24.0,2010,15.0,False
1033,Backroad SongGranger Smith,3.9464333333333332,62.0,48.8,83.3,3.52,75.1,174.006,Backroad Song,Granger Smith,93.0,2015,1.0,False
1034,Don't Forget To Remember MeCarrie Underwood,4.004433333333333,50.0,43.4,60.8,56.39999999999999,33.1,78.606,Don't Forget To Remember Me,Carrie Underwood,49.0,2006,17.0,False
1035,Give Me ThatWebbie Featuring Bun B,4.462,38.0,67.4,77.3,0.694,50.6,78.001,Give Me That,Webbie Featuring Bun B,29.0,2005,20.0,False
1036,Next To MeEmeli Sande,3.2811,55.0,67.4,81.0,9.229999999999999,39.1,94.995,Next To Me,Emeli Sande,25.0,2013,20.0,False
1037,I Told You SoCarrie Underwood Featuring Randy Travis,4.298216666666667,50.0,42.3,52.2,64.3,23.599999999999998,147.745,I Told You So,Carrie Underwood Featuring Randy Travis,9.0,2009,18.0,True
1038,No SurpriseDaughtry,4.510666666666666,59.0,50.8,82.3,0.741,15.2,95.98,No Surprise,Daughtry,15.0,2009,24.0,False
1039,MercyDuffy,3.6653333333333333,58.0,79.2,85.0,28.9,96.5,129.906,Mercy,Duffy,27.0,2008,20.0,False
1040,I Saw God TodayGeorge Strait,3.3866666666666667,55.0,58.9,57.8,65.5,37.7,148.216,I Saw God Today,George Strait,33.0,2008,20.0,False
1041,Look What You've DoneJet,3.848,62.0,39.800000000000004,54.7,41.4,30.5,73.396,Look What You've Done,Jet,37.0,2005,20.0,False
1042,Need U BadJazmine Sullivan,4.2904333333333335,58.0,52.900000000000006,65.9,2.32,36.0,138.196,Need U Bad,Jazmine Sullivan,37.0,2008,20.0,False
1043,Nothing On But The RadioGary Allan,3.5337666666666667,56.0,68.2,71.8,7.340000000000001,69.5,109.434,Nothing On But The Radio,Gary Allan,32.0,2005,20.0,False
1044,Just A DreamCarrie Underwood,4.7451,56.0,52.6,78.10000000000001,6.13,35.8,142.06,Just A Dream,Carrie Underwood,29.0,2008,20.0,False
1045,Me LoveSean Kingston,3.4048833333333333,54.0,66.0,84.7,6.279999999999999,92.5,180.01,Me Love,Sean Kingston,14.0,2007,18.0,False
1046,Every Teardrop Is A WaterfallColdplay,4.0132666666666665,70.0,42.5,73.3,0.193,31.3,117.985,Every Teardrop Is A Waterfall,Coldplay,14.0,2011,18.0,False
1047,I Should Have CheatedKeyshia Cole,5.46155,58.0,35.8,54.1,24.8,40.9,85.595,I Should Have Cheated,Keyshia Cole,30.0,2005,19.0,False
1048,My Little GirlTim McGraw,3.6426666666666665,54.0,45.7,63.6,35.099999999999994,23.799999999999997,144.686,My Little Girl,Tim McGraw,35.0,2006,20.0,False
1049,I Don't Wanna Be In Love (Dance Floor Anthem)Good Charlotte,4.066666666666666,58.0,64.0,88.4,2.26,57.3,124.968,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,25.0,2008,21.0,False
1050,Mama's Broken HeartMiranda Lambert,2.9628833333333335,67.0,76.8,80.9,27.800000000000004,74.8,111.989,Mama's Broken Heart,Miranda Lambert,20.0,2013,20.0,False
1051,"Lover, LoverJerrod Niemann",3.2288833333333335,59.0,87.9,56.699999999999996,18.4,94.8,112.472,"Lover, Lover",Jerrod Niemann,29.0,2010,20.0,False
1052,Home Alone TonightLuke Bryan Featuring Karen Fairchild,3.17955,59.0,49.8,96.8,7.6,49.1,161.989,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,67.0,2015,3.0,False
1053,Down On MeJeremih Featuring 50 Cent,3.80755,72.0,70.0,59.8,3.6900000000000004,59.4,160.041,Down On Me,Jeremih Featuring 50 Cent,4.0,2011,33.0,True
1054,In A Real LovePhil Vassar,3.580433333333333,36.0,57.49999999999999,79.7,15.4,74.4,90.907,In A Real Love,Phil Vassar,38.0,2005,20.0,False
1055,Keep Holding OnAvril Lavigne,3.9938166666666666,65.0,27.400000000000002,78.60000000000001,3.74,14.6,161.061,Keep Holding On,Avril Lavigne,17.0,2006,21.0,False
1056,Down In The DMYo Gotti Featuring Nicki Minaj,3.04555,64.0,77.60000000000001,66.2,0.157,32.4,152.927,Down In The DM,Yo Gotti Featuring Nicki Minaj,68.0,2015,2.0,False
1057,Lean Like A CholoDown A.K.A. Kilo,3.3036166666666666,51.0,87.7,83.89999999999999,10.2,92.60000000000001,71.977,Lean Like A Cholo,Down A.K.A. Kilo,34.0,2007,20.0,False
1058,No MediocreT.I. Featuring Iggy Azalea,3.36,61.0,78.0,45.0,8.260000000000002,17.8,95.486,No Mediocre,T.I. Featuring Iggy Azalea,33.0,2014,20.0,False
1059,If I Die YoungThe Band Perry,3.7128833333333335,69.0,60.6,49.7,34.8,36.199999999999996,130.739,If I Die Young,The Band Perry,14.0,2011,53.0,False
1060,How Deep Is Your LoveCalvin Harris & Disciples,3.544,78.0,73.8,86.8,3.8899999999999997,33.6,122.003,How Deep Is Your Love,Calvin Harris & Disciples,27.0,2015,20.0,False
1061,For You I Will (Confidence)Teddy Geiger,3.8146666666666667,48.0,31.5,75.1,0.41000000000000003,27.200000000000003,119.566,For You I Will (Confidence),Teddy Geiger,29.0,2006,20.0,False
1062,HumanChristina Perri,4.178433333333333,66.0,43.9,48.9,13.200000000000001,25.3,143.808,Human,Christina Perri,31.0,2014,20.0,False
1063,HumanThe Killers,4.08955,74.0,55.7,80.0,0.132,58.199999999999996,135.47,Human,The Killers,32.0,2008,20.0,False
1064,My Drink N' My 2 StepCassidy Featuring Swizz Beatz,3.2144333333333335,46.0,64.2,83.5,20.599999999999998,55.300000000000004,86.662,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,33.0,2007,20.0,False
1065,Fast Cars And FreedomRascal Flatts,4.369766666666667,56.0,61.7,80.0,1.72,63.4,117.955,Fast Cars And Freedom,Rascal Flatts,38.0,2005,20.0,False
1066,Kiss Tomorrow GoodbyeLuke Bryan,3.38555,58.0,57.099999999999994,93.7,0.64,58.4,115.013,Kiss Tomorrow Goodbye,Luke Bryan,29.0,2012,20.0,False
1067,FunPitbull Featuring Chris Brown,3.371766666666667,62.0,79.3,77.4,15.6,54.7,113.967,Fun,Pitbull Featuring Chris Brown,40.0,2015,15.0,False
1068,Habits (Stay High)Tove Lo,3.486,69.0,73.3,65.0,7.03,34.8,110.003,Habits (Stay High),Tove Lo,3.0,2014,39.0,True
1069,Highway 20 RideZac Brown Band,3.8213333333333335,58.0,55.00000000000001,40.2,55.1,42.8,76.105,Highway 20 Ride,Zac Brown Band,40.0,2010,20.0,False
1070,It Goes Like ThisThomas Rhett,3.1013333333333333,64.0,54.300000000000004,83.7,11.700000000000001,50.6,168.056,It Goes Like This,Thomas Rhett,25.0,2013,22.0,False
1071,Life Is A HighwayRascal Flatts,4.605333333333333,73.0,58.199999999999996,95.19999999999999,0.32399999999999995,65.5,103.027,Life Is A Highway,Rascal Flatts,7.0,2006,20.0,True
1072,Gangsta LuvSnoop Dogg Featuring The-Dream,4.275766666666667,50.0,59.0,73.5,2.77,39.800000000000004,102.076,Gangsta Luv,Snoop Dogg Featuring The-Dream,35.0,2010,19.0,False
1073,Got Your BackT.I. Featuring Keri Hilson,4.575433333333334,49.0,55.300000000000004,47.199999999999996,1.17,65.2,146.841,Got Your Back,T.I. Featuring Keri Hilson,38.0,2010,20.0,False
1074,Hey Baby (Drop It To The Floor)Pitbull Featuring T-Pain,3.90755,66.0,59.5,91.3,4.35,76.2,128.021,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,7.0,2011,31.0,True
1075,I See YouLuke Bryan,3.0997666666666666,58.0,66.10000000000001,81.0,8.84,72.2,129.988,I See You,Luke Bryan,41.0,2015,19.0,False
1076,HomegrownZac Brown Band,3.4166666666666665,68.0,71.7,79.60000000000001,1.8900000000000001,94.19999999999999,105.017,Homegrown,Zac Brown Band,35.0,2015,20.0,False
1077,GhostElla Henderson,3.55355,58.0,68.0,84.0,4.569999999999999,46.800000000000004,104.985,Ghost,Ella Henderson,21.0,2015,20.0,False
1078,Keep Me In MindZac Brown Band,3.568433333333333,57.0,68.4,71.5,15.9,56.3,96.018,Keep Me In Mind,Zac Brown Band,35.0,2011,20.0,False
1079,More Than WordsFrankie J,4.036433333333333,37.0,73.3,40.5,29.099999999999998,46.7,100.02,More Than Words,Frankie J,25.0,2005,18.0,False
1080,Letting Go (Dutty Love)Sean Kingston Featuring Nicki Minaj,3.8433333333333333,59.0,79.2,80.80000000000001,33.5,70.89999999999999,92.064,Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,36.0,2010,20.0,False
1081,No Flex ZoneRae Sremmurd,3.8511,62.0,92.5,51.9,0.41200000000000003,24.7,120.08,No Flex Zone,Rae Sremmurd,36.0,2014,20.0,False
1082,"No New Friends (SFTB Remix)DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",5.138883333333333,57.0,70.3,68.10000000000001,0.5890000000000001,24.5,124.928,No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",37.0,2013,19.0,False
1083,EgoBeyonce,3.9393333333333334,57.0,62.3,38.9,15.5,48.9,79.454,Ego,Beyonce,39.0,2009,17.0,False
1084,Leave The PiecesThe Wreckers,3.509333333333333,53.0,51.4,67.9,2.55,49.6,164.109,Leave The Pieces,The Wreckers,34.0,2006,20.0,False
1085,"Hold You DownDJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",4.8853333333333335,62.0,52.5,68.10000000000001,19.5,43.7,151.875,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",39.0,2014,20.0,False
1086,God Love HerToby Keith,3.6104333333333334,51.0,55.1,91.9,13.3,43.2,125.025,God Love Her,Toby Keith,36.0,2009,20.0,False
1087,Ice Cream Paint JobDorrough,3.9553333333333334,57.0,84.89999999999999,59.0,0.0545,65.60000000000001,180.026,Ice Cream Paint Job,Dorrough,27.0,2009,20.0,False
1088,Get Your Shine OnFlorida Georgia Line,3.7002166666666665,62.0,49.7,92.7,0.28600000000000003,60.699999999999996,96.991,Get Your Shine On,Florida Georgia Line,27.0,2013,20.0,False
1089,Everybody TalksNeon Trees,2.9546666666666668,74.0,47.099999999999994,92.4,0.301,72.5,154.961,Everybody Talks,Neon Trees,6.0,2012,39.0,True
1090,Never Wanted Nothing MoreKenny Chesney,3.462,50.0,52.800000000000004,74.2,4.12,74.6,177.842,Never Wanted Nothing More,Kenny Chesney,22.0,2007,20.0,False
1091,NaturallySelena Gomez & The Scene,3.3764333333333334,64.0,62.9,90.60000000000001,2.11,84.7,132.64,Naturally,Selena Gomez & The Scene,29.0,2010,21.0,False
1092,Everybody Wants To Go To HeavenKenny Chesney With The Wailers,4.216433333333334,46.0,70.5,69.3,37.4,55.50000000000001,137.741,Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,41.0,2008,20.0,False
1093,Neighbors Know My NameTrey Songz,3.1051,63.0,66.3,69.3,3.7900000000000005,39.1,120.026,Neighbors Know My Name,Trey Songz,43.0,2010,20.0,False
1094,Nothin' To LoseJosh Gracin,2.6148833333333332,60.0,61.199999999999996,88.4,39.4,87.7,121.007,Nothin' To Lose,Josh Gracin,39.0,2005,20.0,False
1095,Never Say NeverThe Fray,4.276883333333333,69.0,23.0,49.2,56.8,26.200000000000003,160.139,Never Say Never,The Fray,32.0,2009,20.0,False
1096,Mine Would Be YouBlake Shelton,3.9917666666666665,60.0,57.199999999999996,52.900000000000006,14.6,32.1,139.876,Mine Would Be You,Blake Shelton,28.0,2013,20.0,False
1097,Drank In My CupKirko Bangz,3.8693333333333335,63.0,45.1,63.2,1.1400000000000001,23.400000000000002,132.89,Drank In My Cup,Kirko Bangz,28.0,2012,22.0,False
1098,I LivedOneRepublic,3.9091,67.0,59.9,85.39999999999999,7.46,31.1,119.986,I Lived,OneRepublic,32.0,2015,17.0,False
1099,If You Only KnewShinedown,3.7773333333333334,56.0,44.9,95.6,0.034699999999999995,32.1,97.011,If You Only Knew,Shinedown,42.0,2010,20.0,False
1100,Heart Like MineMiranda Lambert,2.9644333333333335,51.0,43.7,84.39999999999999,6.419999999999999,49.3,155.066,Heart Like Mine,Miranda Lambert,44.0,2011,20.0,False
1101,"Hey, Soul SisterTrain",3.6128833333333334,83.0,67.30000000000001,88.6,18.5,79.5,97.012,"Hey, Soul Sister",Train,3.0,2010,54.0,True
1102,Drink On ItBlake Shelton,3.5177666666666667,50.0,64.3,72.5,3.65,68.30000000000001,93.975,Drink On It,Blake Shelton,39.0,2012,19.0,False
1103,I Run To YouLady Antebellum,4.266883333333333,60.0,65.60000000000001,78.60000000000001,16.3,37.8,113.963,I Run To You,Lady Antebellum,27.0,2009,21.0,False
1104,Make Her Feel GoodTeairra Mari,3.7668833333333334,39.0,82.0,67.0,1.63,53.5,90.522,Make Her Feel Good,Teairra Mari,35.0,2005,18.0,False
1105,I Want You To KnowZedd Featuring Selena Gomez,4.0,68.0,57.99999999999999,84.6,0.5369999999999999,36.6,129.998,I Want You To Know,Zedd Featuring Selena Gomez,17.0,2015,16.0,False
1106,"EncoreEminem, Dr. Dre & 50 Cent",5.806666666666667,48.0,58.3,75.3,8.06,54.0,173.954,Encore,"Eminem, Dr. Dre & 50 Cent",25.0,2005,15.0,False
1107,Nobody's HomeAvril Lavigne,3.540216666666667,63.0,34.8,90.7,0.05159999999999999,17.7,185.406,Nobody's Home,Avril Lavigne,41.0,2005,17.0,False
1108,"I Don't Like It, I Love ItFlo Rida Featuring Robin Thicke & Verdine White",3.737633333333333,69.0,85.39999999999999,76.6,2.42,78.4,118.004,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,43.0,2015,14.0,False
1109,If You're Reading ThisTim McGraw,4.212,55.0,30.5,30.4,82.3,34.1,145.49,If You're Reading This,Tim McGraw,41.0,2007,18.0,False
1110,I Don't DanceLee Brice,3.6862166666666667,70.0,58.699999999999996,55.900000000000006,39.900000000000006,19.0,92.036,I Don't Dance,Lee Brice,33.0,2014,20.0,False
1111,Letter To MeBrad Paisley,4.680433333333333,52.0,53.2,49.2,67.60000000000001,36.6,79.242,Letter To Me,Brad Paisley,40.0,2008,20.0,False
1112,MemoriesDavid Guetta Featuring Kid Cudi,3.50155,59.0,54.400000000000006,87.0,0.15,50.2,129.984,Memories,David Guetta Featuring Kid Cudi,46.0,2011,18.0,False
1113,Here I AmRick Ross Featuring Nelly & Avery Storm,3.4924333333333335,61.0,74.9,73.5,22.400000000000002,47.5,109.851,Here I Am,Rick Ross Featuring Nelly & Avery Storm,41.0,2008,14.0,False
1114,Neon LightBlake Shelton,3.6900166666666667,56.0,66.60000000000001,78.0,1.8900000000000001,92.30000000000001,154.056,Neon Light,Blake Shelton,43.0,2014,20.0,False
1115,Icky ThumpThe White Stripes,4.242216666666667,61.0,42.4,63.2,2.1,35.6,97.694,Icky Thump,The White Stripes,26.0,2007,17.0,False
1116,Fine ChinaChris Brown,3.5533333333333332,63.0,65.4,73.1,4.19,59.0,104.002,Fine China,Chris Brown,31.0,2013,16.0,False
1117,My EyesBlake Shelton Featuring Gwen Sebastian,3.1702166666666667,53.0,45.300000000000004,58.699999999999996,47.5,62.5,145.334,My Eyes,Blake Shelton Featuring Gwen Sebastian,39.0,2014,16.0,False
1118,"Nasty GirlThe Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",4.7697666666666665,64.0,83.3,62.8,9.49,64.5,106.328,Nasty Girl,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",44.0,2006,15.0,False
1119,Like We Never Loved At AllFaith Hill,4.294883333333333,47.0,49.7,46.800000000000004,8.17,28.499999999999996,133.789,Like We Never Loved At All,Faith Hill,45.0,2005,21.0,False
1120,"I Made It (Cash Money Heroes)Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",4.1591,55.0,40.0,94.39999999999999,4.81,57.4,124.224,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",21.0,2010,20.0,False
1121,One Call AwayCharlie Puth,3.240883333333333,68.0,66.7,61.3,40.300000000000004,47.0,91.024,One Call Away,Charlie Puth,75.0,2015,2.0,False
1122,I Love ItIcona Pop Featuring Charli XCX,2.6192,66.0,71.1,90.60000000000001,0.9520000000000001,82.39999999999999,125.916,I Love It,Icona Pop Featuring Charli XCX,7.0,2013,29.0,True
1123,Gas PedalSage The Gemini Featuring IamSu!,3.469333333333333,68.0,84.3,53.800000000000004,2.73,42.8,97.49,Gas Pedal,Sage The Gemini Featuring IamSu!,29.0,2013,25.0,False
1124,Here's To Never Growing UpAvril Lavigne,3.572,69.0,48.199999999999996,87.3,1.11,73.7,165.084,Here's To Never Growing Up,Avril Lavigne,20.0,2013,15.0,False
1125,I Don't Want This Night To EndLuke Bryan,3.6662166666666667,66.0,61.6,72.8,2.75,37.5,111.934,I Don't Want This Night To End,Luke Bryan,22.0,2011,23.0,False
1126,Fall For YouSecondhand Serenade,3.0933333333333333,61.0,38.7,44.2,19.0,38.2,169.481,Fall For You,Secondhand Serenade,21.0,2008,30.0,False
1127,Heard 'Em SayKanye West Featuring Adam Levine,3.39555,64.0,73.6,70.19999999999999,5.5,56.89999999999999,94.857,Heard 'Em Say,Kanye West Featuring Adam Levine,26.0,2005,16.0,False
1128,Give It 2 URobin Thicke Featuring Kendrick Lamar,3.8277666666666668,41.0,66.9,82.89999999999999,8.93,59.5,127.185,Give It 2 U,Robin Thicke Featuring Kendrick Lamar,25.0,2013,12.0,False
1129,Fight SongRachel Platten,3.4002166666666667,80.0,56.39999999999999,71.39999999999999,5.489999999999999,33.0,175.924,Fight Song,Rachel Platten,6.0,2015,31.0,True
1130,Drunk On A PlaneDierks Bentley,4.2411,68.0,43.9,75.4,0.512,66.8,205.958,Drunk On A Plane,Dierks Bentley,27.0,2014,20.0,False
1131,Marvin GayeCharlie Puth Featuring Meghan Trainor,3.1742166666666667,71.0,79.5,61.6,41.699999999999996,81.5,110.015,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,21.0,2015,20.0,False
1132,Heartbeat SongKelly Clarkson,3.3122166666666666,69.0,49.0,79.80000000000001,1.37,47.9,149.109,Heartbeat Song,Kelly Clarkson,21.0,2015,20.0,False
1133,Hey There DelilahPlain White T's,3.87555,81.0,65.7,29.099999999999998,87.2,29.799999999999997,103.973,Hey There Delilah,Plain White T's,1.0,2007,35.0,True
1134,HaloBeyonce,4.360666666666667,79.0,50.8,72.0,27.200000000000003,47.199999999999996,79.983,Halo,Beyonce,5.0,2009,31.0,True
1135,Last NameCarrie Underwood,4.01755,54.0,39.5,86.9,19.400000000000002,68.8,159.833,Last Name,Carrie Underwood,19.0,2008,20.0,False
1136,Let Me Love You (Until You Learn To Love Yourself)Ne-Yo,4.193766666666667,70.0,66.4,66.10000000000001,25.0,26.900000000000002,124.917,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,6.0,2012,28.0,True
1137,Need You NowLady Antebellum,4.626216666666667,69.0,58.699999999999996,62.2,9.27,23.1,107.943,Need You Now,Lady Antebellum,2.0,2010,60.0,True
1138,My HouseFlo Rida,3.2031666666666667,77.0,68.8,70.19999999999999,2.15,74.0,94.006,My House,Flo Rida,55.0,2015,5.0,False
1139,KrazyPitbull Featuring Lil Jon,3.858433333333333,52.0,87.1,88.3,1.55,58.099999999999994,125.037,Krazy,Pitbull Featuring Lil Jon,30.0,2008,19.0,False
1140,Drop It LowEster Dean Featuring Chris Brown,3.17555,55.0,63.0,69.5,0.17600000000000002,40.300000000000004,175.896,Drop It Low,Ester Dean Featuring Chris Brown,38.0,2009,17.0,False
1141,Old AlabamaBrad Paisley Featuring Alabama,5.03,54.0,37.8,90.3,10.299999999999999,45.7,115.616,Old Alabama,Brad Paisley Featuring Alabama,38.0,2011,20.0,False
1142,Make Me ProudDrake Featuring Nicki Minaj,3.6648833333333335,68.0,68.4,48.6,0.268,35.5,131.913,Make Me Proud,Drake Featuring Nicki Minaj,9.0,2011,20.0,True
1143,Know Your EnemyGreen Day,3.1831,62.0,56.00000000000001,95.8,0.16,96.1,129.984,Know Your Enemy,Green Day,28.0,2009,15.0,False
1144,Give It Up To MeShakira Featuring Lil Wayne,3.05955,46.0,84.1,72.89999999999999,44.3,68.8,115.984,Give It Up To Me,Shakira Featuring Lil Wayne,29.0,2009,11.0,False
1145,Gotta Be SomebodyNickelback,4.210883333333333,64.0,53.6,89.0,0.0354,20.5,115.998,Gotta Be Somebody,Nickelback,10.0,2008,27.0,True
1146,He Could Be The OneHannah Montana,3.013333333333333,67.0,60.199999999999996,89.4,0.154,64.3,125.988,He Could Be The One,Hannah Montana,10.0,2009,5.0,True
1147,Jump Then FallTaylor Swift,3.9511,48.0,61.8,67.4,11.5,80.0,79.985,Jump Then Fall,Taylor Swift,10.0,2009,3.0,True
1148,JudasLady Gaga,4.1511,58.0,66.10000000000001,93.7,0.0967,53.5,131.001,Judas,Lady Gaga,10.0,2011,8.0,True
1149,If This Was A MovieTaylor Swift,3.9091,52.0,51.1,71.89999999999999,16.6,28.9,147.852,If This Was A Movie,Taylor Swift,10.0,2011,2.0,True
1150,HomePhillip Phillips,3.502883333333333,68.0,60.699999999999996,81.6,2.3,35.5,121.029,Home,Phillip Phillips,6.0,2013,40.0,True
1151,No BoundariesKris Allen,3.50155,30.0,44.9,78.9,0.357,25.1,141.922,No Boundaries,Kris Allen,11.0,2009,3.0,False
1152,ObsessedMariah Carey,4.036666666666667,70.0,74.2,47.099999999999994,5.17,38.4,86.467,Obsessed,Mariah Carey,7.0,2009,21.0,True
1153,MeanTaylor Swift,3.9622166666666665,63.0,56.8,76.1,45.2,78.9,163.974,Mean,Taylor Swift,11.0,2010,20.0,False
1154,Look At Me NowChris Brown Featuring Lil Wayne & Busta Rhymes,3.709766666666667,74.0,76.7,67.7,3.39,53.800000000000004,146.155,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,6.0,2011,27.0,True
1155,I Love You This BigScotty McCreery,4.102,51.0,52.7,68.30000000000001,8.09,36.9,83.985,I Love You This Big,Scotty McCreery,11.0,2011,16.0,False
1156,MistletoeJustin Bieber,3.0491,91.0,65.8,56.00000000000001,49.8,85.39999999999999,161.994,Mistletoe,Justin Bieber,11.0,2011,10.0,False
1157,Fallin' For YouColbie Caillat,3.592433333333333,60.0,64.4,83.39999999999999,15.6,59.3,117.043,Fallin' For You,Colbie Caillat,12.0,2009,31.0,False
1158,Just A DreamNelly,3.9633333333333334,74.0,53.1,75.2,4.21,10.299999999999999,89.917,Just A Dream,Nelly,3.0,2010,28.0,True
1159,HairLady Gaga,3.3773333333333335,58.0,86.3,45.7,1.03,40.1,115.009,Hair,Lady Gaga,12.0,2011,1.0,False
1160,Heart AttackDemi Lovato,3.514,76.0,50.4,78.5,7.380000000000001,50.2,173.968,Heart Attack,Demi Lovato,10.0,2013,20.0,True
1161,Midnight MemoriesOne Direction,2.9386666666666668,67.0,43.2,86.8,0.7250000000000001,56.699999999999996,156.128,Midnight Memories,One Direction,12.0,2013,3.0,False
1162,Drunk In LoveBeyonce Featuring Jay Z,5.391333333333334,73.0,58.9,62.1,0.9690000000000001,40.1,140.03,Drunk In Love,Beyonce Featuring Jay Z,2.0,2014,20.0,True
1163,How LowLudacris,3.359766666666667,62.0,78.4,49.8,0.248,41.8,143.96,How Low,Ludacris,6.0,2010,21.0,True
1164,Honey BeeBlake Shelton,3.512,66.0,48.1,84.89999999999999,0.167,72.3,205.57,Honey Bee,Blake Shelton,13.0,2011,20.0,False
1165,HeadlinesDrake,3.9331,73.0,63.6,56.599999999999994,36.5,42.5,151.894,Headlines,Drake,13.0,2011,25.0,False
1166,Give Me All Your Luvin'Madonna Featuring Nicki Minaj & M.I.A.,3.3793333333333333,42.0,68.0,88.5,0.557,87.9,144.998,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,10.0,2012,6.0,True
1167,Little Drummer BoyPentatonix,4.264633333333333,70.0,69.8,41.3,16.1,53.1,134.063,Little Drummer Boy,Pentatonix,13.0,2013,3.0,False
1168,Good LifeKanye West Featuring T-Pain,3.45,72.0,43.9,80.80000000000001,0.305,48.699999999999996,82.962,Good Life,Kanye West Featuring T-Pain,7.0,2007,21.0,True
1169,Leavin'Jesse McCartney,3.6146666666666665,65.0,69.3,70.89999999999999,3.52,88.9,79.237,Leavin',Jesse McCartney,10.0,2008,24.0,True
1170,OMGUsher Featuring will.i.am,4.49155,73.0,78.10000000000001,74.5,19.8,32.6,129.998,OMG,Usher Featuring will.i.am,1.0,2010,30.0,True
1171,MapsMaroon 5,3.166,78.0,74.2,71.3,2.0500000000000003,87.9,120.032,Maps,Maroon 5,6.0,2014,22.0,True
